"731";"114496.62405982765";"5.0%";"120221.45526281904";"120221.45526281904";"Thu";"May";"31";"00:00:00";"MSK";"2018"
"316";"732705.6436587999";"5.0%";"769340.92584174";"769340.92584174";"Sun";"Mar";"25";"00:00:00";"MSK";"2012"
"723";"346135.6692656939";"5.0%";"363442.45272897865";"363442.45272897865";"Fri";"Nov";"16";"00:00:00";"MSK";"2018"
"526";"289262.27129734406";"5.0%";"202642.44689222708";"303725.3848622113";"Wed";"Feb";"20";"00:00:00";"MSK";"2013"
"326";"804567.7223811098";"5.0%";"844796.1085001654";"844796.1085001654";"Fri";"Feb";"05";"00:00:00";"MSK";"2016"
"878";"455598.8978979167";"5.0%";"478378.8427928125";"478378.8427928125";"Mon";"Dec";"31";"00:00:00";"MSK";"2012"
"2";"461616.71955049003";"5.0%";"484697.55552801455";"484697.55552801455";"Sun";"Aug";"18";"00:00:00";"MSK";"2019"
"147";"575091.8804750594";"5.0%";"603846.4744988123";"603846.4744988123";"Fri";"Jun";"12";"00:00:00";"MSK";"2015"
"542";"290663.84589859867";"5.0%";"305197.0381935286";"305197.0381935286";"Mon";"Nov";"28";"00:00:00";"MSK";"2011"
"754";"390618.4641828054";"5.0%";"258196.8565005713";"410149.3873919457";"Thu";"May";"24";"00:00:00";"MSK";"2012"
"336";"658758.0020672258";"5.0%";"691695.9021705871";"691695.9021705871";"Fri";"Dec";"26";"00:00:00";"MSK";"2014"
"29";"603928.9293039457";"5.0%";"634125.3757691431";"634125.3757691431";"Tue";"Dec";"11";"00:00:00";"MSK";"2012"
"758";"726045.4752170041";"5.0%";"762347.7489778543";"762347.7489778543";"Fri";"Jan";"10";"00:00:00";"MSK";"2014"
"240";"795716.1535339894";"5.0%";"835501.9612106889";"835501.9612106889";"Mon";"Sep";"30";"00:00:00";"MSK";"2019"
"796";"910410.4356862336";"5.0%";"955930.9574705453";"955930.9574705453";"Tue";"Apr";"26";"00:00:00";"MSK";"2011"
"618";"446787.5879485911";"5.0%";"469126.9673460207";"469126.9673460207";"Thu";"May";"10";"00:00:00";"MSK";"2018"
"275";"460349.7319006725";"5.0%";"483367.21849570615";"483367.21849570615";"Fri";"Jul";"04";"00:00:00";"MSK";"2014"
"553";"640486.5556705886";"5.0%";"672510.883454118";"672510.883454118";"Wed";"Dec";"25";"00:00:00";"MSK";"2019"
"386";"240539.00720044147";"5.0%";"252565.95756046355";"252565.95756046355";"Thu";"Feb";"28";"00:00:00";"MSK";"2013"
"3581";"906734.4047527984";"5.0%";"952071.1249904383";"952071.1249904383";"Thu";"Aug";"30";"00:00:00";"MSK";"2018"
"931";"396483.4736301837";"5.0%";"416307.64731169294";"416307.64731169294";"Sun";"Feb";"26";"00:00:00";"MSK";"2017"
"845";"122215.25446446016";"5.0%";"128326.01718768317";"128326.01718768317";"Sun";"Oct";"16";"00:00:00";"MSK";"2016"
"273";"629805.7501724047";"5.0%";"661296.037681025";"661296.037681025";"Sat";"Jun";"02";"00:00:00";"MSK";"2018"
"646";"162330.903762129";"5.0%";"170447.44895023544";"170447.44895023544";"Fri";"Dec";"30";"00:00:00";"MSK";"2011"
"902";"364837.69144036423";"5.0%";"383079.57601238246";"383079.57601238246";"Thu";"Aug";"04";"00:00:00";"MSK";"2016"
"650";"324606.9134314365";"5.0%";"297567.74847903836";"340837.2591030084";"Fri";"Apr";"29";"00:00:00";"MSK";"2016"
"232";"562202.8344704007";"5.0%";"590312.9761939207";"590312.9761939207";"Tue";"May";"01";"00:00:00";"MSK";"2018"
"828";"220273.50013153206";"5.0%";"231287.17513810867";"231287.17513810867";"Thu";"Jan";"17";"00:00:00";"MSK";"2013"
"320";"854202.3473364721";"5.0%";"896912.4647032957";"896912.4647032957";"Fri";"Nov";"25";"00:00:00";"MSK";"2011"
"520";"837783.0803029787";"5.0%";"879672.2343181277";"879672.2343181277";"Fri";"Jan";"13";"00:00:00";"MSK";"2012"
"33";"859961.254175369";"5.0%";"902959.3168841376";"902959.3168841376";"Sun";"Nov";"17";"00:00:00";"MSK";"2013"
"793";"351379.23703578644";"5.0%";"368948.19888757577";"368948.19888757577";"Mon";"Jun";"13";"00:00:00";"MSK";"2011"
"121";"324035.83371026383";"5.0%";"63431.016688611184";"340237.62539577705";"Sun";"Mar";"31";"00:00:00";"MSK";"2013"
"490";"900490.1056969758";"5.0%";"945514.6109818247";"945514.6109818247";"Sat";"Sep";"25";"00:00:00";"MSD";"2010"
"265";"286507.59344879375";"5.0%";"162329.8253222875";"300832.97312123346";"Fri";"Mar";"23";"00:00:00";"MSK";"2012"
"763";"420892.76629648346";"5.0%";"441937.40461130766";"441937.40461130766";"Fri";"Sep";"06";"00:00:00";"MSK";"2013"
"642";"598683.3775048968";"5.0%";"628617.5463801417";"628617.5463801417";"Thu";"Mar";"24";"00:00:00";"MSK";"2011"
"717";"786638.0584424076";"5.0%";"32908.886167784316";"825969.961364528";"Thu";"Jul";"18";"00:00:00";"MSK";"2013"
"694";"680834.8953735188";"5.0%";"703316.9509162324";"714876.6401421948";"Thu";"Nov";"14";"00:00:00";"MSK";"2019"
"735";"191510.3310557336";"5.0%";"201085.8476085203";"201085.8476085203";"Mon";"Nov";"07";"00:00:00";"MSK";"2011"
"815";"915380.4746729215";"5.0%";"961149.4984065676";"961149.4984065676";"Thu";"May";"18";"00:00:00";"MSK";"2017"
"708";"176443.35008055216";"5.0%";"185265.51758457976";"185265.51758457976";"Tue";"Feb";"23";"00:00:00";"MSK";"2010"
"91";"450936.67931563983";"5.0%";"473483.51328142185";"473483.51328142185";"Sun";"Jan";"02";"00:00:00";"MSK";"2011"
"984";"514044.6080650341";"5.0%";"539746.8384682859";"539746.8384682859";"Fri";"Dec";"21";"00:00:00";"MSK";"2012"
"215";"256439.6835726082";"5.0%";"269261.6677512386";"269261.6677512386";"Thu";"Nov";"22";"00:00:00";"MSK";"2018"
"486";"582266.7321709747";"5.0%";"611380.0687795235";"611380.0687795235";"Mon";"Jun";"05";"00:00:00";"MSK";"2017"
"127";"762183.7005256369";"5.0%";"800292.8855519188";"800292.8855519188";"Sat";"Jan";"12";"00:00:00";"MSK";"2019"
"549";"398972.1575481828";"5.0%";"418920.76542559196";"418920.76542559196";"Mon";"Mar";"09";"00:00:00";"MSK";"2015"
"377";"613908.0014120358";"5.0%";"644603.4014826376";"644603.4014826376";"Wed";"Aug";"03";"00:00:00";"MSK";"2016"
"195";"469879.9278362778";"5.0%";"493373.9242280917";"493373.9242280917";"Thu";"Jan";"03";"00:00:00";"MSK";"2019"
"53";"771109.9408702553";"5.0%";"809665.4379137681";"809665.4379137681";"Fri";"Oct";"14";"00:00:00";"MSK";"2016"
"321";"269631.21336165664";"5.0%";"49763.00587815003";"283112.7740297395";"Mon";"Feb";"27";"00:00:00";"MSK";"2012"
"487";"498588.6238034343";"5.0%";"523518.05499360606";"523518.05499360606";"Wed";"May";"24";"00:00:00";"MSK";"2017"
"731";"845306.025417483";"5.0%";"581182.3191263627";"887571.3266883572";"Tue";"Dec";"03";"00:00:00";"MSK";"2013"
"456";"260834.39008323412";"5.0%";"273876.10958739585";"273876.10958739585";"Sun";"Nov";"05";"00:00:00";"MSK";"2017"
"604";"491937.41247962345";"5.0%";"516534.2831036046";"516534.2831036046";"Fri";"Mar";"29";"00:00:00";"MSK";"2019"
"794";"389255.54450856755";"5.0%";"408718.3217339959";"408718.3217339959";"Mon";"Mar";"07";"00:00:00";"MSK";"2011"
"312";"337720.65438974276";"5.0%";"328237.24077729776";"354606.6871092299";"Sat";"Sep";"28";"00:00:00";"MSK";"2019"
"547";"882226.9088485749";"5.0%";"926338.2542910037";"926338.2542910037";"Mon";"Apr";"22";"00:00:00";"MSK";"2019"
"844";"354347.6738840161";"5.0%";"372065.05757821695";"372065.05757821695";"Wed";"Oct";"10";"00:00:00";"MSK";"2012"
"297";"564186.4000833461";"5.0%";"592395.7200875134";"592395.7200875134";"Tue";"Oct";"16";"00:00:00";"MSK";"2018"
"357";"487639.36572520767";"5.0%";"512021.33401146805";"512021.33401146805";"Mon";"May";"02";"00:00:00";"MSK";"2016"
"182";"774051.4988198518";"5.0%";"812754.0737608444";"812754.0737608444";"Mon";"Aug";"30";"00:00:00";"MSD";"2010"
"120";"119958.41966148841";"5.0%";"125956.34064456284";"125956.34064456284";"Thu";"Nov";"15";"00:00:00";"MSK";"2018"
"613";"761036.7998838124";"5.0%";"772074.2434491215";"799088.639878003";"Thu";"May";"01";"00:00:00";"MSK";"2014"
"323";"428760.4636028787";"5.0%";"183890.1734221462";"450198.48678302264";"Mon";"Nov";"05";"00:00:00";"MSK";"2012"
"827";"819914.0665804844";"5.0%";"12467.435712045928";"860909.7699095086";"Sun";"Feb";"21";"00:00:00";"MSK";"2010"
"268";"542401.4248825416";"5.0%";"569521.4961266688";"569521.4961266688";"Wed";"Jan";"13";"00:00:00";"MSK";"2010"
"551";"941799.2409498787";"5.0%";"988889.2029973727";"988889.2029973727";"Wed";"Aug";"01";"00:00:00";"MSK";"2012"
"142";"807955.197279234";"5.0%";"848352.9571431957";"848352.9571431957";"Fri";"Feb";"24";"00:00:00";"MSK";"2017"
"301";"572739.7008445363";"5.0%";"58531.79985599278";"601376.6858867632";"Wed";"May";"31";"00:00:00";"MSK";"2017"
"614";"479987.31700777577";"5.0%";"503986.6828581646";"503986.6828581646";"Wed";"Jan";"18";"00:00:00";"MSK";"2017"
"506";"102775.60232628744";"5.0%";"107914.38244260181";"107914.38244260181";"Fri";"Dec";"02";"00:00:00";"MSK";"2016"
"294";"945346.4802984686";"5.0%";"778758.3180069593";"992613.804313392";"Thu";"Mar";"13";"00:00:00";"MSK";"2014"
"163";"844089.2830135316";"5.0%";"886293.7471642082";"886293.7471642082";"Mon";"Apr";"18";"00:00:00";"MSK";"2016"
"867";"141836.21247828956";"5.0%";"148928.02310220405";"148928.02310220405";"Sun";"Aug";"24";"00:00:00";"MSK";"2014"
"77";"337617.53722184966";"5.0%";"354498.4140829422";"354498.4140829422";"Wed";"Jul";"11";"00:00:00";"MSK";"2018"
"624";"448425.38351214887";"5.0%";"470846.65268775634";"470846.65268775634";"Mon";"Apr";"16";"00:00:00";"MSK";"2012"
"823";"555459.6662977815";"5.0%";"583232.6496126706";"583232.6496126706";"Sun";"Apr";"29";"00:00:00";"MSK";"2018"
"548";"767480.0613324436";"5.0%";"805854.0643990658";"805854.0643990658";"Mon";"Jun";"16";"00:00:00";"MSK";"2014"
"34";"959678.0619411021";"5.0%";"1007661.9650381573";"1007661.9650381573";"Tue";"Apr";"05";"00:00:00";"MSK";"2016"
"61";"666016.469543316";"5.0%";"402550.28963952785";"699317.293020482";"Sun";"Oct";"31";"00:00:00";"MSD";"2010"
"525";"485942.1954738473";"5.0%";"510239.3052475397";"510239.3052475397";"Mon";"Mar";"12";"00:00:00";"MSK";"2018"
"880";"331881.2121328671";"5.0%";"348475.27273951046";"348475.27273951046";"Wed";"Jan";"23";"00:00:00";"MSK";"2013"
"580";"171886.8929930441";"5.0%";"175989.0308561879";"180481.23764269633";"Mon";"Sep";"11";"00:00:00";"MSK";"2017"
"612";"882616.293352481";"5.0%";"926747.108020105";"926747.108020105";"Sat";"Jun";"14";"00:00:00";"MSK";"2014"
"593";"937686.3845451983";"5.0%";"984570.7037724582";"984570.7037724582";"Fri";"Mar";"18";"00:00:00";"MSK";"2016"
"648";"919578.4503188637";"5.0%";"965557.3728348069";"965557.3728348069";"Fri";"Jan";"15";"00:00:00";"MSK";"2010"
"807";"287980.6118969505";"5.0%";"302379.64249179803";"302379.64249179803";"Wed";"Feb";"01";"00:00:00";"MSK";"2017"
"670";"407672.47100776935";"5.0%";"428056.09455815784";"428056.09455815784";"Sun";"Dec";"10";"00:00:00";"MSK";"2017"
"996";"734246.8268272191";"5.0%";"119186.01123613745";"770959.16816858";"Sun";"Feb";"06";"00:00:00";"MSK";"2011"
"322";"567079.3854450509";"5.0%";"595433.3547173034";"595433.3547173034";"Fri";"Aug";"31";"00:00:00";"MSK";"2018"
"149";"662968.0882320397";"5.0%";"696116.4926436418";"696116.4926436418";"Mon";"Sep";"23";"00:00:00";"MSK";"2013"
"872";"500229.10627099796";"5.0%";"243092.1048350591";"525240.5615845479";"Mon";"Oct";"22";"00:00:00";"MSK";"2018"
"516";"497138.8831752754";"5.0%";"521995.8273340392";"521995.8273340392";"Sat";"Jul";"25";"00:00:00";"MSK";"2015"
"556";"121062.31664484984";"5.0%";"58435.434516996065";"127115.43247709234";"Sun";"Jun";"08";"00:00:00";"MSK";"2014"
"973";"585075.7686604485";"5.0%";"593880.8560470939";"614329.5570934709";"Thu";"Nov";"11";"00:00:00";"MSK";"2010"
"352";"408483.03353947756";"5.0%";"428907.1852164515";"428907.1852164515";"Fri";"Dec";"24";"00:00:00";"MSK";"2010"
"565";"682782.5937521536";"5.0%";"716921.7234397613";"716921.7234397613";"Fri";"Jan";"13";"00:00:00";"MSK";"2012"
"764";"248379.82791157023";"5.0%";"260798.81930714875";"260798.81930714875";"Sun";"Feb";"12";"00:00:00";"MSK";"2017"
"116";"239052.86879436992";"5.0%";"251005.5122340884";"251005.5122340884";"Wed";"Apr";"18";"00:00:00";"MSK";"2018"
"223";"594681.5221326032";"5.0%";"624415.5982392334";"624415.5982392334";"Sat";"Jun";"06";"00:00:00";"MSK";"2015"
"88";"912693.6396590483";"5.0%";"958328.3216420007";"958328.3216420007";"Wed";"Feb";"20";"00:00:00";"MSK";"2019"
"290";"120756.36575778175";"5.0%";"126794.18404567085";"126794.18404567085";"Tue";"Jun";"24";"00:00:00";"MSK";"2014"
"358";"283034.66679101845";"5.0%";"297186.4001305694";"297186.4001305694";"Fri";"Jan";"23";"00:00:00";"MSK";"2015"
"247";"683740.6379061798";"5.0%";"75597.01527607472";"717927.6698014888";"Thu";"Jun";"18";"00:00:00";"MSK";"2015"
"696";"116091.32294835905";"5.0%";"102577.97959095606";"121895.88909577702";"Wed";"Mar";"08";"00:00:00";"MSK";"2017"
"933";"256825.9309415299";"5.0%";"75700.33499250434";"269667.2274886064";"Thu";"May";"09";"00:00:00";"MSK";"2019"
"848";"223832.94630949647";"5.0%";"235024.5936249713";"235024.5936249713";"Wed";"Sep";"25";"00:00:00";"MSK";"2019"
"467";"250644.67244080943";"5.0%";"45344.9295843095";"263176.9060628499";"Thu";"Nov";"24";"00:00:00";"MSK";"2011"
"60";"247691.72814707717";"5.0%";"162003.48776103285";"260076.31455443104";"Tue";"May";"19";"00:00:00";"MSK";"2015"
"214";"720281.0523721465";"5.0%";"756295.1049907539";"756295.1049907539";"Wed";"Dec";"12";"00:00:00";"MSK";"2012"
"587";"229487.96702750033";"5.0%";"240962.36537887534";"240962.36537887534";"Tue";"Feb";"19";"00:00:00";"MSK";"2019"
"27";"473593.07627626986";"5.0%";"497272.7300900834";"497272.7300900834";"Thu";"Mar";"18";"00:00:00";"MSK";"2010"
"458";"509046.5842010201";"5.0%";"534498.9134110711";"534498.9134110711";"Fri";"Dec";"22";"00:00:00";"MSK";"2017"
"620";"185517.2369295137";"5.0%";"194793.09877598938";"194793.09877598938";"Sat";"Nov";"05";"00:00:00";"MSK";"2016"
"353";"315236.75229950657";"5.0%";"158337.89743126868";"330998.5899144819";"Tue";"Nov";"03";"00:00:00";"MSK";"2015"
"661";"163518.08121413406";"5.0%";"64331.192606499906";"171693.98527484076";"Mon";"Jun";"09";"00:00:00";"MSK";"2014"
"446";"554191.0573185001";"5.0%";"581900.6101844251";"581900.6101844251";"Sun";"Jan";"24";"00:00:00";"MSK";"2016"
"363";"553904.3553131798";"5.0%";"88428.03011399771";"581599.5730788388";"Fri";"Sep";"19";"00:00:00";"MSK";"2014"
"311";"845773.0225195278";"5.0%";"888061.6736455043";"888061.6736455043";"Tue";"Nov";"26";"00:00:00";"MSK";"2019"
"825";"268989.1749079741";"5.0%";"282438.6336533728";"282438.6336533728";"Tue";"Oct";"20";"00:00:00";"MSK";"2015"
"580";"272805.42279307137";"5.0%";"286445.69393272494";"286445.69393272494";"Wed";"Sep";"16";"00:00:00";"MSK";"2015"
"57";"215903.69758127694";"5.0%";"226698.8824603408";"226698.8824603408";"Mon";"Sep";"03";"00:00:00";"MSK";"2012"
"795";"326454.3451267376";"5.0%";"342777.0623830745";"342777.0623830745";"Sun";"Mar";"15";"00:00:00";"MSK";"2015"
"299";"545719.6034882988";"5.0%";"573005.5836627138";"573005.5836627138";"Mon";"Jan";"31";"00:00:00";"MSK";"2011"
"252";"335001.36065310915";"5.0%";"12534.726679094425";"351751.4286857646";"Sun";"Sep";"12";"00:00:00";"MSD";"2010"
"430";"984326.5978487817";"5.0%";"1033542.9277412209";"1033542.9277412209";"Wed";"Feb";"22";"00:00:00";"MSK";"2012"
"242";"496630.4493282135";"5.0%";"521461.97179462423";"521461.97179462423";"Sat";"Mar";"21";"00:00:00";"MSK";"2015"
"864";"602548.679664971";"5.0%";"632676.1136482195";"632676.1136482195";"Sat";"Feb";"23";"00:00:00";"MSK";"2019"
"993";"752427.2908469833";"5.0%";"790048.6553893326";"790048.6553893326";"Mon";"Dec";"26";"00:00:00";"MSK";"2011"
"539";"704453.3425882522";"5.0%";"5213.911443691178";"739676.0097176648";"Wed";"May";"16";"00:00:00";"MSK";"2012"
"29";"489815.6816085615";"5.0%";"267213.2499176666";"514306.46568898956";"Mon";"Oct";"23";"00:00:00";"MSK";"2017"
"76";"344547.895538526";"5.0%";"361775.2903154523";"361775.2903154523";"Tue";"Sep";"23";"00:00:00";"MSK";"2014"
"349";"270402.9561852226";"5.0%";"283923.10399448377";"283923.10399448377";"Wed";"Jun";"27";"00:00:00";"MSK";"2012"
"209";"368849.5474053942";"5.0%";"387292.0247756639";"387292.0247756639";"Fri";"Jan";"24";"00:00:00";"MSK";"2014"
"312";"523898.05689956754";"5.0%";"550092.959744546";"550092.959744546";"Thu";"Mar";"03";"00:00:00";"MSK";"2011"
"980";"894288.4609132651";"5.0%";"616368.7957057586";"939002.8839589284";"Mon";"Apr";"16";"00:00:00";"MSK";"2012"
"916";"696469.5632976416";"5.0%";"731293.0414625237";"731293.0414625237";"Sat";"Jul";"31";"00:00:00";"MSD";"2010"
"782";"576827.4947706329";"5.0%";"605668.8695091646";"605668.8695091646";"Wed";"Mar";"26";"00:00:00";"MSK";"2014"
"415";"718362.7470582906";"5.0%";"258292.7103634872";"754280.8844112052";"Sat";"Aug";"31";"00:00:00";"MSK";"2019"
"289";"785176.0402074055";"5.0%";"824434.8422177758";"824434.8422177758";"Thu";"Jul";"09";"00:00:00";"MSK";"2015"
"166";"542854.4756421858";"5.0%";"74416.22617250569";"569997.1994242951";"Sun";"Jul";"18";"00:00:00";"MSD";"2010"
"215";"305918.2388320537";"5.0%";"67558.97906283246";"321214.15077365644";"Sat";"Nov";"16";"00:00:00";"MSK";"2019"
"872";"878693.2441733602";"5.0%";"922627.9063820282";"922627.9063820282";"Thu";"Jul";"27";"00:00:00";"MSK";"2017"
"589";"279402.2415213939";"5.0%";"293372.3535974636";"293372.3535974636";"Fri";"Oct";"17";"00:00:00";"MSK";"2014"
"604";"264271.6852862238";"5.0%";"92757.91669475124";"277485.26955053495";"Sun";"May";"07";"00:00:00";"MSK";"2017"
"872";"207655.23075019207";"5.0%";"218037.9922877017";"218037.9922877017";"Mon";"Aug";"23";"00:00:00";"MSD";"2010"
"335";"675561.7711028706";"5.0%";"77227.60269978002";"709339.8596580141";"Fri";"Jun";"22";"00:00:00";"MSK";"2018"
"531";"228438.7281961101";"5.0%";"239860.66460591563";"239860.66460591563";"Mon";"Feb";"01";"00:00:00";"MSK";"2010"
"490";"500853.5047206447";"5.0%";"525896.1799566769";"525896.1799566769";"Mon";"Jan";"08";"00:00:00";"MSK";"2018"
"582";"549367.9197934734";"5.0%";"576836.3157831471";"576836.3157831471";"Sat";"Aug";"02";"00:00:00";"MSK";"2014"
"717";"967899.2206700656";"5.0%";"1016294.1817035689";"1016294.1817035689";"Sat";"Jan";"22";"00:00:00";"MSK";"2011"
"819";"281247.6731187969";"5.0%";"295310.05677473673";"295310.05677473673";"Sat";"Mar";"08";"00:00:00";"MSK";"2014"
"969";"158446.45141089917";"5.0%";"166368.77398144413";"166368.77398144413";"Fri";"Jan";"22";"00:00:00";"MSK";"2016"
"709";"936588.4842768252";"5.0%";"983417.9084906665";"983417.9084906665";"Sat";"Mar";"18";"00:00:00";"MSK";"2017"
"435";"815188.7869495197";"5.0%";"855948.2262969957";"855948.2262969957";"Fri";"Sep";"30";"00:00:00";"MSK";"2016"
"980";"398906.5678032833";"5.0%";"418851.89619344746";"418851.89619344746";"Fri";"Jan";"08";"00:00:00";"MSK";"2016"
"74";"632426.9118049449";"5.0%";"301632.156264992";"664048.2573951922";"Thu";"Mar";"10";"00:00:00";"MSK";"2016"
"783";"857568.3942788006";"5.0%";"900446.8139927407";"900446.8139927407";"Sun";"Jan";"04";"00:00:00";"MSK";"2015"
"119";"148057.30062747508";"5.0%";"43606.81559635812";"155460.16565884885";"Tue";"Aug";"30";"00:00:00";"MSK";"2016"
"73";"393278.06353271997";"5.0%";"412941.966709356";"412941.966709356";"Thu";"May";"02";"00:00:00";"MSK";"2013"
"733";"418543.8211298342";"5.0%";"439471.01218632597";"439471.01218632597";"Tue";"Jul";"04";"00:00:00";"MSK";"2017"
"376";"710516.1373278694";"5.0%";"746041.944194263";"746041.944194263";"Tue";"Sep";"20";"00:00:00";"MSK";"2011"
"224";"172656.3501669571";"5.0%";"181289.16767530495";"181289.16767530495";"Sun";"Mar";"30";"00:00:00";"MSK";"2014"
"855";"669066.1919532821";"5.0%";"702519.5015509463";"702519.5015509463";"Sat";"Nov";"21";"00:00:00";"MSK";"2015"
"79";"737043.2446998962";"5.0%";"773895.406934891";"773895.406934891";"Fri";"Dec";"04";"00:00:00";"MSK";"2015"
"489";"861800.5011274811";"5.0%";"904890.5261838553";"904890.5261838553";"Tue";"May";"06";"00:00:00";"MSK";"2014"
"509";"946116.3496785586";"5.0%";"993422.1671624866";"993422.1671624866";"Sun";"Mar";"01";"00:00:00";"MSK";"2015"
"143";"767577.2411307375";"5.0%";"448764.0622018991";"805956.1031872744";"Fri";"Jul";"28";"00:00:00";"MSK";"2017"
"820";"321529.877463436";"5.0%";"149663.57025545617";"337606.3713366078";"Mon";"Jul";"05";"00:00:00";"MSD";"2010"
"747";"909692.006003032";"5.0%";"955176.6063031836";"955176.6063031836";"Sun";"May";"12";"00:00:00";"MSK";"2013"
"284";"339543.5161395083";"5.0%";"356520.69194648374";"356520.69194648374";"Fri";"Feb";"13";"00:00:00";"MSK";"2015"
"92";"815107.8195797054";"5.0%";"855863.2105586907";"855863.2105586907";"Wed";"Mar";"05";"00:00:00";"MSK";"2014"
"146";"237968.3027982098";"5.0%";"249866.7179381203";"249866.7179381203";"Sat";"Mar";"02";"00:00:00";"MSK";"2013"
"706";"267312.27253250254";"5.0%";"280677.8861591277";"280677.8861591277";"Fri";"Jul";"19";"00:00:00";"MSK";"2013"
"84";"808726.3500729813";"5.0%";"849162.6675766305";"849162.6675766305";"Sat";"Nov";"19";"00:00:00";"MSK";"2011"
"144";"695217.6124677623";"5.0%";"729978.4930911504";"729978.4930911504";"Tue";"Aug";"19";"00:00:00";"MSK";"2014"
"836";"306474.0819920668";"5.0%";"321797.78609167016";"321797.78609167016";"Fri";"Apr";"08";"00:00:00";"MSK";"2011"
"690";"446204.5027739103";"5.0%";"468514.72791260586";"468514.72791260586";"Wed";"Sep";"24";"00:00:00";"MSK";"2014"
"456";"584690.8347427554";"5.0%";"613925.3764798932";"613925.3764798932";"Tue";"Feb";"22";"00:00:00";"MSK";"2011"
"740";"307067.6106040782";"5.0%";"92554.88138193126";"322420.99113428214";"Sun";"Nov";"18";"00:00:00";"MSK";"2012"
"259";"993038.2593420183";"5.0%";"1042690.1723091193";"1042690.1723091193";"Wed";"May";"01";"00:00:00";"MSK";"2013"
"565";"389476.09295833006";"5.0%";"408949.8976062466";"408949.8976062466";"Sat";"Jan";"23";"00:00:00";"MSK";"2010"
"509";"228267.6625143087";"5.0%";"239681.04564002415";"239681.04564002415";"Tue";"Oct";"18";"00:00:00";"MSK";"2016"
"962";"145959.49939007362";"5.0%";"153257.4743595773";"153257.4743595773";"Wed";"Apr";"14";"00:00:00";"MSD";"2010"
"41";"175645.84776441305";"5.0%";"73040.1022755889";"184428.1401526337";"Wed";"Aug";"10";"00:00:00";"MSK";"2011"
"282";"295924.7149355934";"5.0%";"310720.95068237314";"310720.95068237314";"Sun";"Feb";"03";"00:00:00";"MSK";"2013"
"939";"293875.15910783364";"5.0%";"195616.27055377595";"308568.91706322535";"Fri";"Jan";"31";"00:00:00";"MSK";"2014"
"898";"271119.8118772656";"5.0%";"100525.12044469242";"284675.8024711289";"Sun";"Oct";"23";"00:00:00";"MSK";"2011"
"598";"937112.5123133416";"5.0%";"901904.144822345";"983968.1379290087";"Mon";"Jul";"30";"00:00:00";"MSK";"2018"
"412";"184804.63808833188";"5.0%";"194044.86999274848";"194044.86999274848";"Sat";"Apr";"02";"00:00:00";"MSK";"2016"
"335";"140594.26374501668";"5.0%";"147623.9769322675";"147623.9769322675";"Wed";"Aug";"26";"00:00:00";"MSK";"2015"
